arrondissement_num,arrondissement,year,population,source,density,persons_per_dwelling,insee_code,decade_label
17,17e — Batignolles,1946,218341.0,demographia.com/db-paris-arr1999.htm,38514.905627094726,,,1950
17,17e — Batignolles,1962,223823.0,demographia.com/db-paris-arr1999.htm,39481.91920973717,,,1960
17,17e — Batignolles,1968,210299.0,INSEE dossier complet (paris_population.csv),37089.8,2.18,75117,1970
17,17e — Batignolles,1982,169513.0,INSEE dossier complet (paris_population.csv),29896.5,1.88,75117,1980
17,17e — Batignolles,1990,161935.0,INSEE dossier complet (paris_population.csv),28560.0,1.9,75117,1990
17,17e — Batignolles,1999,160860.0,INSEE dossier complet (paris_population.csv),28370.4,1.85,75117,2000
17,17e — Batignolles,2011,170174.0,INSEE dossier complet (paris_population.csv),30013.1,1.88,75117,2010
17,17e — Batignolles,2022,161206.0,INSEE dossier complet (paris_population.csv),28431.4,1.88,75117,2020
18,18e — Buttes-Montmartre,1861,106356.0,demographia.com/db-paris-arr1999.htm,17711.240632805995,,,1860
18,18e — Buttes-Montmartre,1872,138109.0,demographia.com/db-paris-arr1999.htm,22999.000832639467,,,1870
18,18e — Buttes-Montmartre,1881,178836.0,demographia.com/db-paris-arr1999.htm,29781.182348043298,,,1880
18,18e — Buttes-Montmartre,1891,214258.0,demographia.com/db-paris-arr1999.htm,35679.93338884263,,,1890
18,18e — Buttes-Montmartre,1901,253591.0,demographia.com/db-paris-arr1999.htm,42229.97502081599,,,1900
18,18e — Buttes-Montmartre,1911,274717.0,demographia.com/db-paris-arr1999.htm,45748.04329725229,,,1910
18,18e — Buttes-Montmartre,1921,284986.0,demographia.com/db-paris-arr1999.htm,47458.11823480433,,,1920
18,18e — Buttes-Montmartre,1931,288810.0,demographia.com/db-paris-arr1999.htm,48094.920899250625,,,1930
18,18e — Buttes-Montmartre,1936,276727.0,demographia.com/db-paris-arr1999.htm,46082.76436303081,,,1940
18,18e — Buttes-Montmartre,1946,259589.0,demographia.com/db-paris-arr1999.htm,43228.80932556203,,,1950
18,18e — Buttes-Montmartre,1962,250040.0,demographia.com/db-paris-arr1999.htm,41638.63447127394,,,1960
18,18e — Buttes-Montmartre,1968,236776.0,INSEE dossier complet (paris_population.csv),39397.0,2.08,75118,1970
18,18e — Buttes-Montmartre,1982,186866.0,INSEE dossier complet (paris_population.csv),31092.5,1.82,75118,1980
18,18e — Buttes-Montmartre,1990,187657.0,INSEE dossier complet (paris_population.csv),31224.1,1.88,75118,1990
18,18e — Buttes-Montmartre,1999,184586.0,INSEE dossier complet (paris_population.csv),30713.1,1.83,75118,2000
18,18e — Buttes-Montmartre,2011,203127.0,INSEE dossier complet (paris_population.csv),33798.2,1.87,75118,2010
18,18e — Buttes-Montmartre,2022,185825.0,INSEE dossier complet (paris_population.csv),30919.3,1.8,75118,2020
19,19e — Buttes-Chaumont,1861,76445.0,demographia.com/db-paris-arr1999.htm,11265.104627173594,,,1860
19,19e — Buttes-Chaumont,1872,93174.0,demographia.com/db-paris-arr1999.htm,13730.327144120249,,,1870
19,19e — Buttes-Chaumont,1881,117885.0,demographia.com/db-paris-arr1999.htm,17371.79487179487,,,1880
19,19e — Buttes-Chaumont,1891,128388.0,demographia.com/db-paris-arr1999.htm,18919.54022988506,,,1890
19,19e — Buttes-Chaumont,1901,144953.0,demographia.com/db-paris-arr1999.htm,21360.595343353965,,,1900
19,19e — Buttes-Chaumont,1911,155864.0,demographia.com/db-paris-arr1999.htm,22968.464485705867,,,1910
19,19e — Buttes-Chaumont,1921,156243.0,demographia.com/db-paris-arr1999.htm,23024.31476569408,,,1920
19,19e — Buttes-Chaumont,1931,165757.0,demographia.com/db-paris-arr1999.htm,24426.318891836134,,,1930
19,19e — Buttes-Chaumont,1936,163094.0,demographia.com/db-paris-arr1999.htm,24033.89330975538,,,1940
19,19e — Buttes-Chaumont,1946,149297.0,demographia.com/db-paris-arr1999.htm,22000.73681108164,,,1950
19,19e — Buttes-Chaumont,1962,156417.0,demographia.com/db-paris-arr1999.htm,23049.955791335102,,,1960
19,19e — Buttes-Chaumont,1968,148862.0,INSEE dossier complet (paris_population.csv),21923.7,2.34,75119,1970
19,19e — Buttes-Chaumont,1982,162649.0,INSEE dossier complet (paris_population.csv),23954.2,2.13,75119,1980
19,19e — Buttes-Chaumont,1990,165062.0,INSEE dossier complet (paris_population.csv),24309.6,2.17,75119,1990
19,19e — Buttes-Chaumont,1999,172730.0,INSEE dossier complet (paris_population.csv),25438.9,2.15,75119,2000
19,19e — Buttes-Chaumont,2011,186090.0,INSEE dossier complet (paris_population.csv),27406.5,2.17,75119,2010
19,19e — Buttes-Chaumont,2022,178371.0,INSEE dossier complet (paris_population.csv),26269.7,2.03,75119,2020
20,20e — Ménilmontant,1861,70060.0,demographia.com/db-paris-arr1999.htm,11707.887700534759,,,1860
20,20e — Ménilmontant,1872,92772.0,demographia.com/db-paris-arr1999.htm,15503.342245989305,,,1870
20,20e — Ménilmontant,1881,126917.0,demographia.com/db-paris-arr1999.htm,21209.391711229946,,,1880
20,20e — Ménilmontant,1891,142744.0,demographia.com/db-paris-arr1999.htm,23854.27807486631,,,1890
20,20e — Ménilmontant,1901,166115.0,demographia.com/db-paris-arr1999.htm,27759.85962566845,,,1900
20,20e — Ménilmontant,1911,180594.0,demographia.com/db-paris-arr1999.htm,30179.47860962567,,,1910
20,20e — Ménilmontant,1921,187697.0,demographia.com/db-paris-arr1999.htm,31366.477272727272,,,1920
20,20e — Ménilmontant,1931,195731.0,demographia.com/db-paris-arr1999.htm,32709.057486631016,,,1930
20,20e — Ménilmontant,1936,208115.0,demographia.com/db-paris-arr1999.htm,34778.576203208555,,,1940
20,20e — Ménilmontant,1946,193406.0,demographia.com/db-paris-arr1999.htm,32320.52139037433,,,1950
20,20e — Ménilmontant,1962,198463.0,demographia.com/db-paris-arr1999.htm,33165.608288770054,,,1960
20,20e — Ménilmontant,1968,188921.0,INSEE dossier complet (paris_population.csv),31592.1,2.3,75120,1970
20,20e — Ménilmontant,1982,171971.0,INSEE dossier complet (paris_population.csv),28757.7,2.03,75120,1980
20,20e — Ménilmontant,1990,184478.0,INSEE dossier complet (paris_population.csv),30849.2,2.04,75120,1990
20,20e — Ménilmontant,1999,182952.0,INSEE dossier complet (paris_population.csv),30594.0,1.98,75120,2000
20,20e — Ménilmontant,2011,198042.0,INSEE dossier complet (paris_population.csv),33117.4,2.01,75120,2010
20,20e — Ménilmontant,2022,187694.0,INSEE dossier complet (paris_population.csv),31387.0,1.9,75120,2020
